Class Name,API Name,Number of Input Parameters,Input Parameter Types,_merge
ShortcutService$Lifecycle,applyRestore,3,"[<Application,Lcom/android/server/pm/ShortcutService>, <Primordial,[B>, <Primordial,I>]",both
ShortcutService$Lifecycle,createShortcutResultIntent,4,"[<Application,Lcom/android/server/pm/ShortcutService>, <Application,Ljava/lang/String>, <Application,Landroid/content/pm/ShortcutInfo>, <Primordial,I>]",both
ShortcutService$Lifecycle,disableShortcuts,6,"[<Application,Lcom/android/server/pm/ShortcutService>, <Application,Ljava/lang/String>, <Application,Ljava/util/List>, <Application,Ljava/lang/CharSequence>, <Primordial,I>, <Primordial,I>]",both
ShortcutService$Lifecycle,enableShortcuts,4,"[<Application,Lcom/android/server/pm/ShortcutService>, <Application,Ljava/lang/String>, <Application,Ljava/util/List>, <Primordial,I>]",both
ShortcutService$Lifecycle,getBackupPayload,2,"[<Application,Lcom/android/server/pm/ShortcutService>, <Primordial,I>]",both
ShortcutService$Lifecycle,getDynamicShortcuts,3,"[<Application,Lcom/android/server/pm/ShortcutService>, <Application,Ljava/lang/String>, <Primordial,I>]",both
ShortcutService$Lifecycle,getIconMaxDimensions,3,"[<Application,Lcom/android/server/pm/ShortcutService>, <Application,Ljava/lang/String>, <Primordial,I>]",both
ShortcutService$Lifecycle,getManifestShortcuts,3,"[<Application,Lcom/android/server/pm/ShortcutService>, <Application,Ljava/lang/String>, <Primordial,I>]",both
ShortcutService$Lifecycle,getMaxShortcutCountPerActivity,3,"[<Application,Lcom/android/server/pm/ShortcutService>, <Application,Ljava/lang/String>, <Primordial,I>]",both
ShortcutService$Lifecycle,getPinnedShortcuts,3,"[<Application,Lcom/android/server/pm/ShortcutService>, <Application,Ljava/lang/String>, <Primordial,I>]",both
ShortcutService$Lifecycle,getRateLimitResetTime,3,"[<Application,Lcom/android/server/pm/ShortcutService>, <Application,Ljava/lang/String>, <Primordial,I>]",both
ShortcutService$Lifecycle,getRemainingCallCount,3,"[<Application,Lcom/android/server/pm/ShortcutService>, <Application,Ljava/lang/String>, <Primordial,I>]",both
ShortcutService$Lifecycle,isRequestPinItemSupported,3,"[<Application,Lcom/android/server/pm/ShortcutService>, <Primordial,I>, <Primordial,I>]",both
ShortcutService$Lifecycle,onApplicationActive,3,"[<Application,Lcom/android/server/pm/ShortcutService>, <Application,Ljava/lang/String>, <Primordial,I>]",both
ShortcutService$Lifecycle,removeAllDynamicShortcuts,3,"[<Application,Lcom/android/server/pm/ShortcutService>, <Application,Ljava/lang/String>, <Primordial,I>]",both
ShortcutService$Lifecycle,removeDynamicShortcuts,4,"[<Application,Lcom/android/server/pm/ShortcutService>, <Application,Ljava/lang/String>, <Application,Ljava/util/List>, <Primordial,I>]",both
ShortcutService$Lifecycle,reportShortcutUsed,4,"[<Application,Lcom/android/server/pm/ShortcutService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Primordial,I>]",both
ShortcutService$Lifecycle,requestPinShortcut,5,"[<Application,Lcom/android/server/pm/ShortcutService>, <Application,Ljava/lang/String>, <Application,Landroid/content/pm/ShortcutInfo>, <Application,Landroid/content/IntentSender>, <Primordial,I>]",both
ShortcutService$Lifecycle,resetThrottling,1,"[<Application,Lcom/android/server/pm/ShortcutService>]",both
ShortcutService$Lifecycle,setDynamicShortcuts,4,"[<Application,Lcom/android/server/pm/ShortcutService>, <Application,Ljava/lang/String>, <Application,Landroid/content/pm/ParceledListSlice>, <Primordial,I>]",both
ShortcutService$Lifecycle,updateShortcuts,4,"[<Application,Lcom/android/server/pm/ShortcutService>, <Application,Ljava/lang/String>, <Application,Landroid/content/pm/ParceledListSlice>, <Primordial,I>]",both
BluetoothService,bindBluetoothProfileService,3,"[<Application,Lcom/android/server/BluetoothManagerService>, <Primordial,I>, <Application,Landroid/bluetooth/IBluetoothProfileServiceConnection>]",both
BluetoothService,disable,3,"[<Application,Lcom/android/server/BluetoothManagerService>, <Application,Ljava/lang/String>, <Primordial,Z>]",both
BluetoothService,enable,2,"[<Application,Lcom/android/server/BluetoothManagerService>, <Application,Ljava/lang/String>]",both
BluetoothService,enableNoAutoConnect,2,"[<Application,Lcom/android/server/BluetoothManagerService>, <Application,Ljava/lang/String>]",both
BluetoothService,getAddress,1,"[<Application,Lcom/android/server/BluetoothManagerService>]",both
BluetoothService,getBluetoothGatt,1,"[<Application,Lcom/android/server/BluetoothManagerService>]",both
BluetoothService,getName,1,"[<Application,Lcom/android/server/BluetoothManagerService>]",both
BluetoothService,getState,1,"[<Application,Lcom/android/server/BluetoothManagerService>]",both
BluetoothService,isBleAppPresent,1,"[<Application,Lcom/android/server/BluetoothManagerService>]",both
BluetoothService,isBleScanAlwaysAvailable,1,"[<Application,Lcom/android/server/BluetoothManagerService>]",both
BluetoothService,isEnabled,1,"[<Application,Lcom/android/server/BluetoothManagerService>]",both
BluetoothService,registerAdapter,2,"[<Application,Lcom/android/server/BluetoothManagerService>, <Application,Landroid/bluetooth/IBluetoothManagerCallback>]",both
BluetoothService,registerStateChangeCallback,2,"[<Application,Lcom/android/server/BluetoothManagerService>, <Application,Landroid/bluetooth/IBluetoothStateChangeCallback>]",both
BluetoothService,unbindBluetoothProfileService,3,"[<Application,Lcom/android/server/BluetoothManagerService>, <Primordial,I>, <Application,Landroid/bluetooth/IBluetoothProfileServiceConnection>]",both
BluetoothService,unregisterAdapter,2,"[<Application,Lcom/android/server/BluetoothManagerService>, <Application,Landroid/bluetooth/IBluetoothManagerCallback>]",both
BluetoothService,unregisterStateChangeCallback,2,"[<Application,Lcom/android/server/BluetoothManagerService>, <Application,Landroid/bluetooth/IBluetoothStateChangeCallback>]",both
BluetoothService,updateBleAppCount,4,"[<Application,Lcom/android/server/BluetoothManagerService>, <Application,Landroid/os/IBinder>, <Primordial,Z>, <Application,Ljava/lang/String>]",both
FingerprintService,addClientActiveCallback,2,"[<Application,Lcom/android/server/fingerprint/FingerprintService$FingerprintServiceWrapper>, <Application,Landroid/hardware/fingerprint/IFingerprintClientActiveCallback>]",both
FingerprintService,addLockoutResetCallback,2,"[<Application,Lcom/android/server/fingerprint/FingerprintService$FingerprintServiceWrapper>, <Application,Landroid/hardware/fingerprint/IFingerprintServiceLockoutResetCallback>]",both
FingerprintService,authenticate,9,"[<Application,Lcom/android/server/fingerprint/FingerprintService$FingerprintServiceWrapper>, <Application,Landroid/os/IBinder>, <Primordial,J>, <Primordial,I>, <Application,Landroid/hardware/fingerprint/IFingerprintServiceReceiver>, <Primordial,I>, <Application,Ljava/lang/String>, <Application,Landroid/os/Bundle>, <Application,Landroid/hardware/biometrics/IBiometricPromptReceiver>]",both
FingerprintService,cancelAuthentication,3,"[<Application,Lcom/android/server/fingerprint/FingerprintService$FingerprintServiceWrapper>, <Application,Landroid/os/IBinder>, <Application,Ljava/lang/String>]",both
FingerprintService,cancelEnrollment,2,"[<Application,Lcom/android/server/fingerprint/FingerprintService$FingerprintServiceWrapper>, <Application,Landroid/os/IBinder>]",both
FingerprintService,enroll,7,"[<Application,Lcom/android/server/fingerprint/FingerprintService$FingerprintServiceWrapper>, <Application,Landroid/os/IBinder>, <Primordial,[B>, <Primordial,I>, <Application,Landroid/hardware/fingerprint/IFingerprintServiceReceiver>, <Primordial,I>, <Application,Ljava/lang/String>]",both
FingerprintService,enumerate,4,"[<Application,Lcom/android/server/fingerprint/FingerprintService$FingerprintServiceWrapper>, <Application,Landroid/os/IBinder>, <Primordial,I>, <Application,Landroid/hardware/fingerprint/IFingerprintServiceReceiver>]",both
FingerprintService,getAuthenticatorId,2,"[<Application,Lcom/android/server/fingerprint/FingerprintService$FingerprintServiceWrapper>, <Application,Ljava/lang/String>]",both
FingerprintService,getEnrolledFingerprints,3,"[<Application,Lcom/android/server/fingerprint/FingerprintService$FingerprintServiceWrapper>, <Primordial,I>, <Application,Ljava/lang/String>]",both
FingerprintService,hasEnrolledFingerprints,3,"[<Application,Lcom/android/server/fingerprint/FingerprintService$FingerprintServiceWrapper>, <Primordial,I>, <Application,Ljava/lang/String>]",both
FingerprintService,isClientActive,1,"[<Application,Lcom/android/server/fingerprint/FingerprintService$FingerprintServiceWrapper>]",both
FingerprintService,isHardwareDetected,3,"[<Application,Lcom/android/server/fingerprint/FingerprintService$FingerprintServiceWrapper>, <Primordial,J>, <Application,Ljava/lang/String>]",both
FingerprintService,postEnroll,2,"[<Application,Lcom/android/server/fingerprint/FingerprintService$FingerprintServiceWrapper>, <Application,Landroid/os/IBinder>]",both
FingerprintService,preEnroll,2,"[<Application,Lcom/android/server/fingerprint/FingerprintService$FingerprintServiceWrapper>, <Application,Landroid/os/IBinder>]",both
FingerprintService,remove,6,"[<Application,Lcom/android/server/fingerprint/FingerprintService$FingerprintServiceWrapper>, <Application,Landroid/os/IBinder>, <Primordial,I>, <Primordial,I>, <Primordial,I>, <Application,Landroid/hardware/fingerprint/IFingerprintServiceReceiver>]",both
FingerprintService,removeClientActiveCallback,2,"[<Application,Lcom/android/server/fingerprint/FingerprintService$FingerprintServiceWrapper>, <Application,Landroid/hardware/fingerprint/IFingerprintClientActiveCallback>]",both
FingerprintService,rename,4,"[<Application,Lcom/android/server/fingerprint/FingerprintService$FingerprintServiceWrapper>, <Primordial,I>, <Primordial,I>, <Application,Ljava/lang/String>]",both
FingerprintService,resetTimeout,2,"[<Application,Lcom/android/server/fingerprint/FingerprintService$FingerprintServiceWrapper>, <Primordial,[B>]",both
FingerprintService,setActiveUser,2,"[<Application,Lcom/android/server/fingerprint/FingerprintService$FingerprintServiceWrapper>, <Primordial,I>]",both
OverlayManagerService,getAllOverlays,2,"[<Application,Lcom/android/server/om/OverlayManagerService$1>, <Primordial,I>]",both
OverlayManagerService,getOverlayInfo,3,"[<Application,Lcom/android/server/om/OverlayManagerService$1>, <Application,Ljava/lang/String>, <Primordial,I>]",both
OverlayManagerService,getOverlayInfosForTarget,3,"[<Application,Lcom/android/server/om/OverlayManagerService$1>, <Application,Ljava/lang/String>, <Primordial,I>]",both
OverlayManagerService,setEnabled,4,"[<Application,Lcom/android/server/om/OverlayManagerService$1>, <Application,Ljava/lang/String>, <Primordial,Z>, <Primordial,I>]",both
OverlayManagerService,setEnabledExclusive,4,"[<Application,Lcom/android/server/om/OverlayManagerService$1>, <Application,Ljava/lang/String>, <Primordial,Z>, <Primordial,I>]",both
OverlayManagerService,setEnabledExclusiveInCategory,3,"[<Application,Lcom/android/server/om/OverlayManagerService$1>, <Application,Ljava/lang/String>, <Primordial,I>]",both
OverlayManagerService,setHighestPriority,3,"[<Application,Lcom/android/server/om/OverlayManagerService$1>, <Application,Ljava/lang/String>, <Primordial,I>]",both
OverlayManagerService,setLowestPriority,3,"[<Application,Lcom/android/server/om/OverlayManagerService$1>, <Application,Ljava/lang/String>, <Primordial,I>]",both
OverlayManagerService,setPriority,4,"[<Application,Lcom/android/server/om/OverlayManagerService$1>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Primordial,I>]",both
TvInputManagerService,acquireTvInputHardware,5,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Primordial,I>, <Application,Landroid/media/tv/ITvInputHardwareCallback>, <Application,Landroid/media/tv/TvInputInfo>, <Primordial,I>]",both
TvInputManagerService,addBlockedRating,3,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Ljava/lang/String>, <Primordial,I>]",both
TvInputManagerService,captureFrame,5,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Ljava/lang/String>, <Application,Landroid/view/Surface>, <Application,Landroid/media/tv/TvStreamConfig>, <Primordial,I>]",both
TvInputManagerService,createOverlayView,5,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Landroid/os/IBinder>, <Application,Landroid/os/IBinder>, <Application,Landroid/graphics/Rect>, <Primordial,I>]",both
TvInputManagerService,createSession,6,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Landroid/media/tv/ITvInputClient>, <Application,Ljava/lang/String>, <Primordial,Z>, <Primordial,I>, <Primordial,I>]",both
TvInputManagerService,dispatchSurfaceChanged,6,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Landroid/os/IBinder>, <Primordial,I>, <Primordial,I>, <Primordial,I>, <Primordial,I>]",both
TvInputManagerService,getAvailableTvStreamConfigList,3,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Ljava/lang/String>, <Primordial,I>]",both
TvInputManagerService,getBlockedRatings,2,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Primordial,I>]",both
TvInputManagerService,getDvbDeviceList,1,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>]",both
TvInputManagerService,getHardwareList,1,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>]",both
TvInputManagerService,getTvContentRatingSystemList,2,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Primordial,I>]",both
TvInputManagerService,getTvInputInfo,3,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Ljava/lang/String>, <Primordial,I>]",both
TvInputManagerService,getTvInputList,2,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Primordial,I>]",both
TvInputManagerService,getTvInputState,3,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Ljava/lang/String>, <Primordial,I>]",both
TvInputManagerService,isParentalControlsEnabled,2,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Primordial,I>]",both
TvInputManagerService,isRatingBlocked,3,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Ljava/lang/String>, <Primordial,I>]",both
TvInputManagerService,isSingleSessionActive,2,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Primordial,I>]",both
TvInputManagerService,openDvbDevice,3,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Landroid/media/tv/DvbDeviceInfo>, <Primordial,I>]",both
TvInputManagerService,registerCallback,3,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Landroid/media/tv/ITvInputManagerCallback>, <Primordial,I>]",both
TvInputManagerService,relayoutOverlayView,4,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Landroid/os/IBinder>, <Application,Landroid/graphics/Rect>, <Primordial,I>]",both
TvInputManagerService,releaseSession,3,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Landroid/os/IBinder>, <Primordial,I>]",both
TvInputManagerService,releaseTvInputHardware,4,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Primordial,I>, <Application,Landroid/media/tv/ITvInputHardware>, <Primordial,I>]",both
TvInputManagerService,removeBlockedRating,3,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Ljava/lang/String>, <Primordial,I>]",both
TvInputManagerService,removeOverlayView,3,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Landroid/os/IBinder>, <Primordial,I>]",both
TvInputManagerService,requestChannelBrowsable,3,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Landroid/net/Uri>, <Primordial,I>]",both
TvInputManagerService,selectTrack,5,"[<Application,Lcom/android/server/tv/TvInputManagerService$BinderService>, <Application,Landroid/os/IBinder>, <Primordial,I>, <Application,Ljava/lang/String>, <Primordial,I>]",both
