Class Name,API Name,Number of Input Parameters,Input Parameter Types,_merge
DisplayManagerService,getAmbientBrightnessStats,1,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>]",both
DisplayManagerService,getBrightnessConfigurationForUser,2,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>, <Primordial,I>]",both
DisplayManagerService,getBrightnessEvents,2,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>, <Application,Ljava/lang/String>]",both
DisplayManagerService,getDefaultBrightnessConfiguration,1,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>]",both
DisplayManagerService,getDisplayIds,1,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>]",both
DisplayManagerService,getDisplayInfo,2,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>, <Primordial,I>]",both
DisplayManagerService,getMinimumBrightnessCurve,1,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>]",both
DisplayManagerService,getStableDisplaySize,1,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>]",both
DisplayManagerService,getWifiDisplayStatus,1,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>]",both
DisplayManagerService,pauseWifiDisplay,1,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>]",both
DisplayManagerService,registerCallback,2,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>, <Application,Landroid/hardware/display/IDisplayManagerCallback>]",both
DisplayManagerService,releaseVirtualDisplay,2,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>, <Application,Landroid/hardware/display/IVirtualDisplayCallback>]",both
DisplayManagerService,renameWifiDisplay,3,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]",both
DisplayManagerService,requestColorMode,3,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>, <Primordial,I>, <Primordial,I>]",both
DisplayManagerService,resizeVirtualDisplay,5,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>, <Application,Landroid/hardware/display/IVirtualDisplayCallback>, <Primordial,I>, <Primordial,I>, <Primordial,I>]",both
DisplayManagerService,resumeWifiDisplay,1,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>]",both
DisplayManagerService,setBrightnessConfigurationForUser,4,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>, <Application,Landroid/hardware/display/BrightnessConfiguration>, <Primordial,I>, <Application,Ljava/lang/String>]",both
DisplayManagerService,setSaturationLevel,2,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>, <Primordial,F>]",both
DisplayManagerService,setTemporaryAutoBrightnessAdjustment,2,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>, <Primordial,F>]",both
DisplayManagerService,setTemporaryBrightness,2,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>, <Primordial,I>]",both
DisplayManagerService,setVirtualDisplaySurface,3,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>, <Application,Landroid/hardware/display/IVirtualDisplayCallback>, <Application,Landroid/view/Surface>]",both
DisplayManagerService,startWifiDisplayScan,1,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>]",both
DisplayManagerService,stopWifiDisplayScan,1,"[<Application,Lcom/android/server/display/DisplayManagerService$BinderService>]",both
CrossProfileAppsService,getTargetUserProfiles,2,"[<Application,Lcom/android/server/pm/CrossProfileAppsServiceImpl>, <Application,Ljava/lang/String>]",both
BroadcastRadioService,addAnnouncementListener,3,"[<Application,Lcom/android/server/broadcastradio/BroadcastRadioService$ServiceImpl>, <Primordial,[I>, <Application,Landroid/hardware/radio/IAnnouncementListener>]",both
BroadcastRadioService,listModules,1,"[<Application,Lcom/android/server/broadcastradio/BroadcastRadioService$ServiceImpl>]",both
BroadcastRadioService,openTuner,5,"[<Application,Lcom/android/server/broadcastradio/BroadcastRadioService$ServiceImpl>, <Primordial,I>, <Application,Landroid/hardware/radio/RadioManager$BandConfig>, <Primordial,Z>, <Application,Landroid/hardware/radio/ITunerCallback>]",both
MediaProjectionManagerService,addCallback,2,"[<Application,Lcom/android/server/media/projection/MediaProjectionManagerService$BinderService>, <Application,Landroid/media/projection/IMediaProjectionWatcherCallback>]",both
MediaProjectionManagerService,createProjection,5,"[<Application,Lcom/android/server/media/projection/MediaProjectionManagerService$BinderService>, <Primordial,I>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,Z>]",both
MediaProjectionManagerService,getActiveProjectionInfo,1,"[<Application,Lcom/android/server/media/projection/MediaProjectionManagerService$BinderService>]",both
MediaProjectionManagerService,hasProjectionPermission,3,"[<Application,Lcom/android/server/media/projection/MediaProjectionManagerService$BinderService>, <Primordial,I>, <Application,Ljava/lang/String>]",both
MediaProjectionManagerService,isValidMediaProjection,2,"[<Application,Lcom/android/server/media/projection/MediaProjectionManagerService$BinderService>, <Application,Landroid/media/projection/IMediaProjection>]",both
MediaProjectionManagerService,removeCallback,2,"[<Application,Lcom/android/server/media/projection/MediaProjectionManagerService$BinderService>, <Application,Landroid/media/projection/IMediaProjectionWatcherCallback>]",both
MediaProjectionManagerService,stopActiveProjection,1,"[<Application,Lcom/android/server/media/projection/MediaProjectionManagerService$BinderService>]",both
JobSchedulerService,cancel,2,"[<Application,Lcom/android/server/job/JobSchedulerService$JobSchedulerStub>, <Primordial,I>]",both
JobSchedulerService,cancelAll,1,"[<Application,Lcom/android/server/job/JobSchedulerService$JobSchedulerStub>]",both
JobSchedulerService,enqueue,3,"[<Application,Lcom/android/server/job/JobSchedulerService$JobSchedulerStub>, <Application,Landroid/app/job/JobInfo>, <Application,Landroid/app/job/JobWorkItem>]",both
JobSchedulerService,getAllPendingJobs,1,"[<Application,Lcom/android/server/job/JobSchedulerService$JobSchedulerStub>]",both
JobSchedulerService,getPendingJob,2,"[<Application,Lcom/android/server/job/JobSchedulerService$JobSchedulerStub>, <Primordial,I>]",both
JobSchedulerService,schedule,2,"[<Application,Lcom/android/server/job/JobSchedulerService$JobSchedulerStub>, <Application,Landroid/app/job/JobInfo>]",both
JobSchedulerService,scheduleAsPackage,5,"[<Application,Lcom/android/server/job/JobSchedulerService$JobSchedulerStub>, <Application,Landroid/app/job/JobInfo>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Ljava/lang/String>]",both
MediaResourceMonitorService,notifyResourceGranted,3,"[<Application,Lcom/android/server/media/MediaResourceMonitorService$MediaResourceMonitorImpl>, <Primordial,I>, <Primordial,I>]",both
ClipboardService,addPrimaryClipChangedListener,3,"[<Application,Lcom/android/server/clipboard/ClipboardService$ClipboardImpl>, <Application,Landroid/content/IOnPrimaryClipChangedListener>, <Application,Ljava/lang/String>]",both
ClipboardService,clearPrimaryClip,2,"[<Application,Lcom/android/server/clipboard/ClipboardService$ClipboardImpl>, <Application,Ljava/lang/String>]",both
ClipboardService,getPrimaryClip,2,"[<Application,Lcom/android/server/clipboard/ClipboardService$ClipboardImpl>, <Application,Ljava/lang/String>]",both
ClipboardService,getPrimaryClipDescription,2,"[<Application,Lcom/android/server/clipboard/ClipboardService$ClipboardImpl>, <Application,Ljava/lang/String>]",both
ClipboardService,hasClipboardText,2,"[<Application,Lcom/android/server/clipboard/ClipboardService$ClipboardImpl>, <Application,Ljava/lang/String>]",both
ClipboardService,hasPrimaryClip,2,"[<Application,Lcom/android/server/clipboard/ClipboardService$ClipboardImpl>, <Application,Ljava/lang/String>]",both
ClipboardService,removePrimaryClipChangedListener,2,"[<Application,Lcom/android/server/clipboard/ClipboardService$ClipboardImpl>, <Application,Landroid/content/IOnPrimaryClipChangedListener>]",both
ClipboardService,setPrimaryClip,3,"[<Application,Lcom/android/server/clipboard/ClipboardService$ClipboardImpl>, <Application,Landroid/content/ClipData>, <Application,Ljava/lang/String>]",both
AccountManagerService$Lifecycle,getAccounts,2,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Primordial,[I>]",both
AccountManagerService$Lifecycle,getAccountsAndVisibilityForPackage,5,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Ljava/lang/String>, <Application,Ljava/util/List>, <Application,Ljava/lang/Integer>, <Application,Lcom/android/server/accounts/AccountManagerService$UserAccounts>]",both
AccountManagerService$Lifecycle,hasAccountAccess,4,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>, <Application,Ljava/lang/String>, <Primordial,I>]",both
AccountManagerService$Lifecycle,registerAccountListener,4,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,[Ljava/lang/String>, <Application,Ljava/lang/String>, <Application,Lcom/android/server/accounts/AccountManagerService$UserAccounts>]",both
AccountManagerService$Lifecycle,removeSharedAccountAsUser,4,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>, <Primordial,I>, <Primordial,I>]",both
AccountManagerService$Lifecycle,setAccountVisibility,6,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,Z>, <Application,Lcom/android/server/accounts/AccountManagerService$UserAccounts>]",both
AccountManagerService$Lifecycle,unregisterAccountListener,4,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,[Ljava/lang/String>, <Application,Ljava/lang/String>, <Application,Lcom/android/server/accounts/AccountManagerService$UserAccounts>]",both
AccountManagerService$Lifecycle,accountAuthenticated,2,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>]",both
AccountManagerService$Lifecycle,addAccount,7,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/IAccountManagerResponse>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Application,[Ljava/lang/String>, <Primordial,Z>, <Application,Landroid/os/Bundle>]",both
AccountManagerService$Lifecycle,addAccountAsUser,8,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/IAccountManagerResponse>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Application,[Ljava/lang/String>, <Primordial,Z>, <Application,Landroid/os/Bundle>, <Primordial,I>]",both
AccountManagerService$Lifecycle,addAccountExplicitly,4,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>, <Application,Ljava/lang/String>, <Application,Landroid/os/Bundle>]",both
AccountManagerService$Lifecycle,addAccountExplicitlyWithVisibility,5,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>, <Application,Ljava/lang/String>, <Application,Landroid/os/Bundle>, <Application,Ljava/util/Map>]",both
AccountManagerService$Lifecycle,addSharedAccountsFromParentUser,4,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Primordial,I>, <Primordial,I>, <Application,Ljava/lang/String>]",both
AccountManagerService$Lifecycle,clearPassword,2,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>]",both
AccountManagerService$Lifecycle,confirmCredentialsAsUser,6,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/IAccountManagerResponse>, <Application,Landroid/accounts/Account>, <Application,Landroid/os/Bundle>, <Primordial,Z>, <Primordial,I>]",both
AccountManagerService$Lifecycle,copyAccountToUser,5,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/IAccountManagerResponse>, <Application,Landroid/accounts/Account>, <Primordial,I>, <Primordial,I>]",both
AccountManagerService$Lifecycle,editProperties,4,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/IAccountManagerResponse>, <Application,Ljava/lang/String>, <Primordial,Z>]",both
AccountManagerService$Lifecycle,finishSessionAsUser,6,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/IAccountManagerResponse>, <Application,Landroid/os/Bundle>, <Primordial,Z>, <Application,Landroid/os/Bundle>, <Primordial,I>]",both
AccountManagerService$Lifecycle,getAccountByTypeAndFeatures,5,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/IAccountManagerResponse>, <Application,Ljava/lang/String>, <Application,[Ljava/lang/String>, <Application,Ljava/lang/String>]",both
AccountManagerService$Lifecycle,getAccountVisibility,3,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>, <Application,Ljava/lang/String>]",both
AccountManagerService$Lifecycle,getAccounts,3,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Primordial,I>, <Application,Ljava/lang/String>]",both
AccountManagerService$Lifecycle,getAccounts,3,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]",both
AccountManagerService$Lifecycle,getAccountsAndVisibilityForPackage,3,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]",both
AccountManagerService$Lifecycle,getAccountsAsUser,4,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Ljava/lang/String>]",both
AccountManagerService$Lifecycle,getAccountsByFeatures,5,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/IAccountManagerResponse>, <Application,Ljava/lang/String>, <Application,[Ljava/lang/String>, <Application,Ljava/lang/String>]",both
AccountManagerService$Lifecycle,getAccountsByTypeForPackage,4,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]",both
AccountManagerService$Lifecycle,getAccountsForPackage,4,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Ljava/lang/String>]",both
AccountManagerService$Lifecycle,getAuthToken,7,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/IAccountManagerResponse>, <Application,Landroid/accounts/Account>, <Application,Ljava/lang/String>, <Primordial,Z>, <Primordial,Z>, <Application,Landroid/os/Bundle>]",both
AccountManagerService$Lifecycle,getAuthTokenLabel,4,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/IAccountManagerResponse>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]",both
AccountManagerService$Lifecycle,getAuthenticatorTypes,2,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Primordial,I>]",both
AccountManagerService$Lifecycle,getPackagesAndVisibilityForAccount,2,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>]",both
AccountManagerService$Lifecycle,getPassword,2,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>]",both
AccountManagerService$Lifecycle,getPreviousName,2,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>]",both
AccountManagerService$Lifecycle,getSharedAccountsAsUser,2,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Primordial,I>]",both
AccountManagerService$Lifecycle,getUserData,3,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>, <Application,Ljava/lang/String>]",both
AccountManagerService$Lifecycle,hasFeatures,5,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/IAccountManagerResponse>, <Application,Landroid/accounts/Account>, <Application,[Ljava/lang/String>, <Application,Ljava/lang/String>]",both
AccountManagerService$Lifecycle,invalidateAuthToken,3,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]",both
AccountManagerService$Lifecycle,isCredentialsUpdateSuggested,4,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/IAccountManagerResponse>, <Application,Landroid/accounts/Account>, <Application,Ljava/lang/String>]",both
AccountManagerService$Lifecycle,onAccountAccessed,2,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Ljava/lang/String>]",both
AccountManagerService$Lifecycle,peekAuthToken,3,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>, <Application,Ljava/lang/String>]",both
AccountManagerService$Lifecycle,registerAccountListener,3,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,[Ljava/lang/String>, <Application,Ljava/lang/String>]",both
AccountManagerService$Lifecycle,removeAccount,4,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/IAccountManagerResponse>, <Application,Landroid/accounts/Account>, <Primordial,Z>]",both
AccountManagerService$Lifecycle,removeAccountAsUser,5,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/IAccountManagerResponse>, <Application,Landroid/accounts/Account>, <Primordial,Z>, <Primordial,I>]",both
AccountManagerService$Lifecycle,removeAccountExplicitly,2,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>]",both
AccountManagerService$Lifecycle,removeSharedAccountAsUser,3,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>, <Primordial,I>]",both
AccountManagerService$Lifecycle,renameAccount,4,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/IAccountManagerResponse>, <Application,Landroid/accounts/Account>, <Application,Ljava/lang/String>]",both
AccountManagerService$Lifecycle,renameSharedAccountAsUser,4,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>, <Application,Ljava/lang/String>, <Primordial,I>]",both
AccountManagerService$Lifecycle,setAccountVisibility,4,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>, <Application,Ljava/lang/String>, <Primordial,I>]",both
AccountManagerService$Lifecycle,setAuthToken,4,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]",both
AccountManagerService$Lifecycle,setPassword,3,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>, <Application,Ljava/lang/String>]",both
AccountManagerService$Lifecycle,setUserData,4,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]",both
AccountManagerService$Lifecycle,someUserHasAccount,2,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>]",both
AccountManagerService$Lifecycle,startAddAccountSession,7,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/IAccountManagerResponse>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Application,[Ljava/lang/String>, <Primordial,Z>, <Application,Landroid/os/Bundle>]",both
AccountManagerService$Lifecycle,startUpdateCredentialsSession,6,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/IAccountManagerResponse>, <Application,Landroid/accounts/Account>, <Application,Ljava/lang/String>, <Primordial,Z>, <Application,Landroid/os/Bundle>]",both
AccountManagerService$Lifecycle,unregisterAccountListener,3,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,[Ljava/lang/String>, <Application,Ljava/lang/String>]",both
AccountManagerService$Lifecycle,updateAppPermission,5,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,Z>]",both
AccountManagerService$Lifecycle,updateCredentials,6,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/IAccountManagerResponse>, <Application,Landroid/accounts/Account>, <Application,Ljava/lang/String>, <Primordial,Z>, <Application,Landroid/os/Bundle>]",both
AccountManagerService$Lifecycle,hasAccountAccess,4,"[<Application,Lcom/android/server/accounts/AccountManagerService>, <Application,Landroid/accounts/Account>, <Application,Ljava/lang/String>, <Application,Landroid/os/UserHandle>]",both
HdmiControlService,addDeviceEventListener,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Application,Landroid/hardware/hdmi/IHdmiDeviceEventListener>]",both
HdmiControlService,addHdmiMhlVendorCommandListener,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Application,Landroid/hardware/hdmi/IHdmiMhlVendorCommandListener>]",both
HdmiControlService,addHotplugEventListener,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Application,Landroid/hardware/hdmi/IHdmiHotplugEventListener>]",both
HdmiControlService,addSystemAudioModeChangeListener,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Application,Landroid/hardware/hdmi/IHdmiSystemAudioModeChangeListener>]",both
HdmiControlService,addVendorCommandListener,3,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Application,Landroid/hardware/hdmi/IHdmiVendorCommandListener>, <Primordial,I>]",both
HdmiControlService,canChangeSystemAudioMode,1,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>]",both
HdmiControlService,clearTimerRecording,4,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,I>, <Primordial,I>, <Primordial,[B>]",both
HdmiControlService,deviceSelect,3,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,I>, <Application,Landroid/hardware/hdmi/IHdmiControlCallback>]",both
HdmiControlService,getActiveSource,1,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>]",both
HdmiControlService,getDeviceList,1,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>]",both
HdmiControlService,getInputDevices,1,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>]",both
HdmiControlService,getPortInfo,1,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>]",both
HdmiControlService,getSupportedTypes,1,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>]",both
HdmiControlService,getSystemAudioMode,1,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>]",both
HdmiControlService,oneTouchPlay,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Application,Landroid/hardware/hdmi/IHdmiControlCallback>]",both
HdmiControlService,portSelect,3,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,I>, <Application,Landroid/hardware/hdmi/IHdmiControlCallback>]",both
HdmiControlService,queryDisplayStatus,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Application,Landroid/hardware/hdmi/IHdmiControlCallback>]",both
HdmiControlService,removeHotplugEventListener,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Application,Landroid/hardware/hdmi/IHdmiHotplugEventListener>]",both
HdmiControlService,removeSystemAudioModeChangeListener,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Application,Landroid/hardware/hdmi/IHdmiSystemAudioModeChangeListener>]",both
HdmiControlService,sendKeyEvent,4,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,I>, <Primordial,I>, <Primordial,Z>]",both
HdmiControlService,sendMhlVendorCommand,5,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,I>, <Primordial,I>, <Primordial,I>, <Primordial,[B>]",both
HdmiControlService,sendStandby,3,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,I>, <Primordial,I>]",both
HdmiControlService,sendVendorCommand,5,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,I>, <Primordial,I>, <Primordial,[B>, <Primordial,Z>]",both
HdmiControlService,setArcMode,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,Z>]",both
HdmiControlService,setHdmiRecordListener,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Application,Landroid/hardware/hdmi/IHdmiRecordListener>]",both
HdmiControlService,setInputChangeListener,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Application,Landroid/hardware/hdmi/IHdmiInputChangeListener>]",both
HdmiControlService,setProhibitMode,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,Z>]",both
HdmiControlService,setStandbyMode,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,Z>]",both
HdmiControlService,setSystemAudioMode,3,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,Z>, <Application,Landroid/hardware/hdmi/IHdmiControlCallback>]",both
HdmiControlService,setSystemAudioMute,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,Z>]",both
HdmiControlService,setSystemAudioVolume,4,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,I>, <Primordial,I>, <Primordial,I>]",both
HdmiControlService,startOneTouchRecord,3,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,I>, <Primordial,[B>]",both
HdmiControlService,startTimerRecording,4,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,I>, <Primordial,I>, <Primordial,[B>]",both
HdmiControlService,stopOneTouchRecord,2,"[<Application,Lcom/android/server/hdmi/HdmiControlService$BinderService>, <Primordial,I>]",both
StorageStatsService$Lifecycle,getCacheBytes,3,"[<Application,Lcom/android/server/usage/StorageStatsService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]",both
StorageStatsService$Lifecycle,getCacheQuotaBytes,4,"[<Application,Lcom/android/server/usage/StorageStatsService>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Ljava/lang/String>]",both
StorageStatsService$Lifecycle,getFreeBytes,3,"[<Application,Lcom/android/server/usage/StorageStatsService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]",both
StorageStatsService$Lifecycle,getTotalBytes,3,"[<Application,Lcom/android/server/usage/StorageStatsService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]",both
StorageStatsService$Lifecycle,isQuotaSupported,3,"[<Application,Lcom/android/server/usage/StorageStatsService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]",both
StorageStatsService$Lifecycle,isReservedSupported,3,"[<Application,Lcom/android/server/usage/StorageStatsService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]",both
StorageStatsService$Lifecycle,queryExternalStatsForUser,4,"[<Application,Lcom/android/server/usage/StorageStatsService>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Ljava/lang/String>]",both
StorageStatsService$Lifecycle,queryStatsForPackage,5,"[<Application,Lcom/android/server/usage/StorageStatsService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Ljava/lang/String>]",both
StorageStatsService$Lifecycle,queryStatsForUid,4,"[<Application,Lcom/android/server/usage/StorageStatsService>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Ljava/lang/String>]",both
StorageStatsService$Lifecycle,queryStatsForUser,4,"[<Application,Lcom/android/server/usage/StorageStatsService>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Ljava/lang/String>]",both
RulesManagerService$Lifecycle,getRulesState,1,"[<Application,Lcom/android/server/timezone/RulesManagerService>]",both
RulesManagerService$Lifecycle,requestInstall,4,"[<Application,Lcom/android/server/timezone/RulesManagerService>, <Application,Landroid/os/ParcelFileDescriptor>, <Primordial,[B>, <Application,Landroid/app/timezone/ICallback>]",both
RulesManagerService$Lifecycle,requestNothing,3,"[<Application,Lcom/android/server/timezone/RulesManagerService>, <Primordial,[B>, <Primordial,Z>]",both
RulesManagerService$Lifecycle,requestUninstall,3,"[<Application,Lcom/android/server/timezone/RulesManagerService>, <Primordial,[B>, <Application,Landroid/app/timezone/ICallback>]",both
