Class Name,API Name,Number of Input Parameters_x,Number of Input Parameters_y,_merge
TvInputManagerService,selectTrack,5,5,both
TvInputManagerService,sendAppPrivateCommand,5,5,both
TvInputManagerService,sendTvInputNotifyIntent,3,3,both
TvInputManagerService,setCaptionEnabled,4,4,both
TvInputManagerService,setMainSession,3,3,both
TvInputManagerService,setParentalControlsEnabled,3,3,both
TvInputManagerService,setSurface,4,4,both
TvInputManagerService,setVolume,4,4,both
TvInputManagerService,startRecording,4,4,both
TvInputManagerService,stopRecording,3,3,both
TvInputManagerService,timeShiftEnablePositionTracking,4,4,both
TvInputManagerService,timeShiftPause,3,3,both
TvInputManagerService,timeShiftPlay,4,4,both
TvInputManagerService,timeShiftResume,3,3,both
TvInputManagerService,timeShiftSeekTo,4,4,both
TvInputManagerService,timeShiftSetPlaybackParams,4,4,both
TvInputManagerService,tune,5,5,both
TvInputManagerService,unblockContent,4,4,both
TvInputManagerService,unregisterCallback,3,3,both
TvInputManagerService,updateTvInputInfo,3,3,both
SearchManagerService$Lifecycle,getGlobalSearchActivities,1,1,both
SearchManagerService$Lifecycle,getGlobalSearchActivity,1,1,both
SearchManagerService$Lifecycle,getSearchableInfo,2,2,both
SearchManagerService$Lifecycle,getSearchablesInGlobalSearch,1,1,both
SearchManagerService$Lifecycle,getWebSearchActivity,1,1,both
SearchManagerService$Lifecycle,launchAssist,2,2,both
SearchManagerService$Lifecycle,launchLegacyAssist,4,4,both
WifiP2pService,checkConfigureWifiDisplayPermission,1,,left_only
WifiP2pService,close,2,,left_only
WifiP2pService,getMessenger,2,,left_only
WifiP2pService,getP2pStateMachineMessenger,1,,left_only
WifiP2pService,setMiracastMode,2,,left_only
ContextHubSystemService,createClient,3,3,both
ContextHubSystemService,disableNanoApp,4,4,both
ContextHubSystemService,enableNanoApp,4,4,both
ContextHubSystemService,findNanoAppOnHub,3,3,both
ContextHubSystemService,getContextHubHandles,1,1,both
ContextHubSystemService,getContextHubInfo,2,2,both
ContextHubSystemService,getContextHubs,1,1,both
ContextHubSystemService,getNanoAppInstanceInfo,2,2,both
ContextHubSystemService,loadNanoApp,3,3,both
ContextHubSystemService,loadNanoAppOnHub,4,4,both
ContextHubSystemService,queryNanoApps,3,3,both
ContextHubSystemService,registerCallback,2,2,both
ContextHubSystemService,sendMessage,4,4,both
ContextHubSystemService,unloadNanoApp,2,2,both
ContextHubSystemService,unloadNanoAppFromHub,4,4,both
ContentService$Lifecycle,addPeriodicSync,5,5,both
ContentService$Lifecycle,addStatusChangeListener,3,3,both
ContentService$Lifecycle,cancelRequest,2,2,both
ContentService$Lifecycle,cancelSync,4,4,both
ContentService$Lifecycle,cancelSyncAsUser,5,5,both
ContentService$Lifecycle,getCache,4,4,both
ContentService$Lifecycle,getCurrentSyncs,1,1,both
ContentService$Lifecycle,getCurrentSyncsAsUser,2,2,both
ContentService$Lifecycle,getIsSyncable,3,3,both
ContentService$Lifecycle,getIsSyncableAsUser,4,4,both
ContentService$Lifecycle,getMasterSyncAutomatically,1,1,both
ContentService$Lifecycle,getMasterSyncAutomaticallyAsUser,2,2,both
ContentService$Lifecycle,getPeriodicSyncs,4,4,both
ContentService$Lifecycle,getSyncAdapterPackagesForAuthorityAsUser,3,3,both
ContentService$Lifecycle,getSyncAdapterTypes,1,1,both
ContentService$Lifecycle,getSyncAdapterTypesAsUser,2,2,both
ContentService$Lifecycle,getSyncAutomatically,3,3,both
ContentService$Lifecycle,getSyncAutomaticallyAsUser,4,4,both
ContentService$Lifecycle,getSyncStatus,4,4,both
ContentService$Lifecycle,getSyncStatusAsUser,5,5,both
ContentService$Lifecycle,isSyncActive,4,4,both
ContentService$Lifecycle,isSyncPending,4,4,both
ContentService$Lifecycle,isSyncPendingAsUser,5,5,both
ContentService$Lifecycle,notifyChange,7,7,both
ContentService$Lifecycle,notifyChange,7,5,both
ContentService$Lifecycle,notifyChange,5,7,both
ContentService$Lifecycle,notifyChange,5,5,both
ContentService$Lifecycle,putCache,5,5,both
ContentService$Lifecycle,registerContentObserver,4,4,both
ContentService$Lifecycle,registerContentObserver,4,6,both
ContentService$Lifecycle,registerContentObserver,6,4,both
ContentService$Lifecycle,registerContentObserver,6,6,both
ContentService$Lifecycle,removePeriodicSync,4,4,both
ContentService$Lifecycle,removeStatusChangeListener,2,2,both
ContentService$Lifecycle,requestSync,4,4,both
ContentService$Lifecycle,resetTodayStats,1,1,both
ContentService$Lifecycle,setIsSyncable,4,4,both
ContentService$Lifecycle,setMasterSyncAutomatically,2,2,both
ContentService$Lifecycle,setMasterSyncAutomaticallyAsUser,3,3,both
ContentService$Lifecycle,setSyncAutomatically,4,4,both
ContentService$Lifecycle,setSyncAutomaticallyAsUser,5,5,both
ContentService$Lifecycle,sync,2,2,both
ContentService$Lifecycle,syncAsUser,3,3,both
ContentService$Lifecycle,unregisterContentObserver,2,2,both
IpConnectivityMetrics,addNetdEventCallback,3,3,both
IpConnectivityMetrics,logEvent,2,2,both
IpConnectivityMetrics,removeNetdEventCallback,2,2,both
TextServicesManagerService$Lifecycle,finishSpellCheckerService,2,2,both
TextServicesManagerService$Lifecycle,getCurrentSpellChecker,2,2,both
TextServicesManagerService$Lifecycle,getCurrentSpellCheckerSubtype,3,3,both
TextServicesManagerService$Lifecycle,getEnabledSpellCheckers,1,1,both
TextServicesManagerService$Lifecycle,getSpellCheckerService,6,6,both
TextServicesManagerService$Lifecycle,isSpellCheckerEnabled,1,1,both
AudioService$Lifecycle,adjustSuggestedStreamVolume,7,7,both
AudioService$Lifecycle,adjustSuggestedStreamVolume,7,6,both
AudioService$Lifecycle,adjustSuggestedStreamVolume,6,7,both
AudioService$Lifecycle,adjustSuggestedStreamVolume,6,6,both
AudioService$Lifecycle,setStreamVolume,7,7,both
AudioService$Lifecycle,setStreamVolume,7,5,both
AudioService$Lifecycle,setStreamVolume,5,7,both
AudioService$Lifecycle,setStreamVolume,5,5,both
AudioService$Lifecycle,abandonAudioFocus,5,5,both
AudioService$Lifecycle,addMixForPolicy,3,3,both
AudioService$Lifecycle,adjustStreamVolume,5,5,both
AudioService$Lifecycle,adjustStreamVolume,5,7,both
AudioService$Lifecycle,adjustStreamVolume,7,5,both
AudioService$Lifecycle,adjustStreamVolume,7,7,both
AudioService$Lifecycle,avrcpSupportsAbsoluteVolume,3,3,both
AudioService$Lifecycle,disableRingtoneSync,2,2,both
AudioService$Lifecycle,disableSafeMediaVolume,2,2,both
AudioService$Lifecycle,dispatchFocusChange,4,4,both
AudioService$Lifecycle,forceRemoteSubmixFullVolume,3,3,both
AudioService$Lifecycle,forceVolumeControlStream,3,3,both
AudioService$Lifecycle,getActivePlaybackConfigurations,1,1,both
AudioService$Lifecycle,getActiveRecordingConfigurations,1,1,both
AudioService$Lifecycle,getCurrentAudioFocus,1,1,both
AudioService$Lifecycle,getFocusRampTimeMs,3,3,both
AudioService$Lifecycle,getLastAudibleStreamVolume,2,2,both
AudioService$Lifecycle,getMode,1,1,both
AudioService$Lifecycle,getRingerModeExternal,1,1,both
AudioService$Lifecycle,getRingerModeInternal,1,1,both
AudioService$Lifecycle,getRingtonePlayer,1,1,both
AudioService$Lifecycle,getStreamMaxVolume,2,2,both
AudioService$Lifecycle,getStreamMinVolume,2,2,both
AudioService$Lifecycle,getStreamVolume,2,2,both
AudioService$Lifecycle,getUiSoundsStreamType,1,1,both
AudioService$Lifecycle,getVibrateSetting,2,2,both
AudioService$Lifecycle,handleBluetoothA2dpDeviceConfigChange,2,2,both
AudioService$Lifecycle,isAudioServerRunning,1,1,both
AudioService$Lifecycle,isBluetoothA2dpOn,1,1,both
AudioService$Lifecycle,isBluetoothScoOn,1,1,both
AudioService$Lifecycle,isCameraSoundForced,1,1,both
AudioService$Lifecycle,isHdmiSystemAudioSupported,1,1,both
AudioService$Lifecycle,isMasterMute,1,1,both
AudioService$Lifecycle,isSpeakerphoneOn,1,1,both
AudioService$Lifecycle,isStreamAffectedByMute,2,2,both
AudioService$Lifecycle,isStreamAffectedByRingerMode,2,2,both
AudioService$Lifecycle,isStreamMute,2,2,both
AudioService$Lifecycle,isValidRingerMode,2,2,both
AudioService$Lifecycle,loadSoundEffects,1,1,both
AudioService$Lifecycle,notifyVolumeControllerVisible,3,3,both
AudioService$Lifecycle,playSoundEffect,2,2,both
AudioService$Lifecycle,playSoundEffectVolume,3,3,both
AudioService$Lifecycle,playerAttributes,3,3,both
AudioService$Lifecycle,playerEvent,3,3,both
AudioService$Lifecycle,playerHasOpPlayAudio,3,3,both
AudioService$Lifecycle,registerAudioPolicy,6,6,both
AudioService$Lifecycle,registerAudioServerStateDispatcher,2,2,both
AudioService$Lifecycle,registerPlaybackCallback,2,2,both
AudioService$Lifecycle,registerRecordingCallback,2,2,both
AudioService$Lifecycle,releasePlayer,2,2,both
AudioService$Lifecycle,reloadAudioSettings,1,1,both
AudioService$Lifecycle,removeMixForPolicy,3,3,both
AudioService$Lifecycle,requestAudioFocus,10,10,both
AudioService$Lifecycle,setBluetoothA2dpDeviceConnectionState,4,4,both
AudioService$Lifecycle,setBluetoothA2dpDeviceConnectionStateSuppressNoisyIntent,6,6,both
AudioService$Lifecycle,setBluetoothA2dpOn,2,2,both
AudioService$Lifecycle,setBluetoothHearingAidDeviceConnectionState,5,,left_only
AudioService$Lifecycle,setBluetoothScoOn,2,2,both
AudioService$Lifecycle,setFocusPropertiesForPolicy,3,3,both
AudioService$Lifecycle,setFocusRequestResultFromExtPolicy,4,4,both
AudioService$Lifecycle,setHdmiSystemAudioSupported,2,2,both
AudioService$Lifecycle,setMasterMute,5,5,both
AudioService$Lifecycle,setMicrophoneMute,4,4,both
AudioService$Lifecycle,setMode,4,4,both
AudioService$Lifecycle,setRingerModeExternal,3,3,both
AudioService$Lifecycle,setRingerModeInternal,3,3,both
AudioService$Lifecycle,setRingtonePlayer,2,2,both
AudioService$Lifecycle,setSpeakerphoneOn,2,2,both
AudioService$Lifecycle,setVibrateSetting,3,3,both
AudioService$Lifecycle,setVolumeController,2,2,both
AudioService$Lifecycle,setVolumePolicy,2,2,both
AudioService$Lifecycle,setWiredDeviceConnectionState,6,6,both
AudioService$Lifecycle,shouldVibrate,2,2,both
AudioService$Lifecycle,startBluetoothSco,3,3,both
AudioService$Lifecycle,startBluetoothScoVirtualCall,2,2,both
AudioService$Lifecycle,startWatchingRoutes,2,2,both
AudioService$Lifecycle,stopBluetoothSco,2,2,both
AudioService$Lifecycle,trackPlayer,2,2,both
AudioService$Lifecycle,unloadSoundEffects,1,1,both
AudioService$Lifecycle,unregisterAudioFocusClient,2,2,both
AudioService$Lifecycle,unregisterAudioPolicyAsync,2,2,both
AudioService$Lifecycle,unregisterAudioServerStateDispatcher,2,2,both
AudioService$Lifecycle,unregisterPlaybackCallback,2,2,both
AudioService$Lifecycle,unregisterRecordingCallback,2,2,both
UsageStatsService,getAppStandbyBucket,4,4,both
UsageStatsService,getAppStandbyBuckets,3,3,both
UsageStatsService,isAppInactive,3,3,both
UsageStatsService,onCarrierPrivilegedAppsChanged,1,1,both
UsageStatsService,queryConfigurationStats,5,5,both
UsageStatsService,queryEventStats,5,5,both
UsageStatsService,queryEvents,4,4,both
UsageStatsService,queryEventsForPackage,4,4,both
UsageStatsService,queryEventsForPackageForUser,6,6,both
UsageStatsService,queryEventsForUser,5,5,both
UsageStatsService,queryUsageStats,5,5,both
UsageStatsService,registerAppUsageObserver,6,6,both
UsageStatsService,reportChooserSelection,6,6,both
UsageStatsService,setAppInactive,4,4,both
UsageStatsService,setAppStandbyBucket,4,4,both
UsageStatsService,setAppStandbyBuckets,3,3,both
UsageStatsService,unregisterAppUsageObserver,3,3,both
UsageStatsService,whitelistAppTemporarily,4,4,both
EthernetService,addListener,2,2,both
EthernetService,getAvailableInterfaces,1,1,both
EthernetService,getConfiguration,2,2,both
EthernetService,isAvailable,2,2,both
EthernetService,removeListener,2,2,both
EthernetService,setConfiguration,3,3,both
NetworkScoreService$Lifecycle,clearScores,1,1,both
NetworkScoreService$Lifecycle,disableScoring,1,1,both
NetworkScoreService$Lifecycle,getActiveScorer,1,1,both
NetworkScoreService$Lifecycle,getActiveScorerPackage,1,1,both
NetworkScoreService$Lifecycle,getAllValidScorers,1,1,both
NetworkScoreService$Lifecycle,isCallerActiveScorer,2,2,both
NetworkScoreService$Lifecycle,registerNetworkScoreCache,4,4,both
NetworkScoreService$Lifecycle,requestScores,2,2,both
NetworkScoreService$Lifecycle,setActiveScorer,2,2,both
NetworkScoreService$Lifecycle,unregisterNetworkScoreCache,3,3,both
NetworkScoreService$Lifecycle,updateScores,2,2,both
MediaSessionService,addSessionTokensListener,4,4,both
MediaSessionService,addSessionsListener,4,4,both
MediaSessionService,createSession,5,5,both
MediaSessionService,createSession2,2,2,both
MediaSessionService,destroySession2,2,2,both
MediaSessionService,dispatchAdjustVolume,5,5,both
MediaSessionService,dispatchMediaKeyEvent,5,5,both
MediaSessionService,dispatchVolumeKeyEvent,6,6,both
MediaSessionService,getSessionTokens,4,4,both
MediaSessionService,getSessions,3,3,both
MediaSessionService,isGlobalPriorityActive,1,1,both
MediaSessionService,isTrusted,4,4,both
MediaSessionService,removeSessionTokensListener,3,3,both
MediaSessionService,removeSessionsListener,2,2,both
MediaSessionService,setCallback,2,2,both
MediaSessionService,setOnMediaKeyListener,2,2,both
MediaSessionService,setOnVolumeKeyLongPressListener,2,2,both
MediaSessionService,setRemoteVolumeController,2,2,both
MmsServiceBroker,addMultimediaMessageDraft,3,3,both
MmsServiceBroker,addTextMessageDraft,4,4,both
MmsServiceBroker,archiveStoredConversation,4,4,both
MmsServiceBroker,deleteStoredConversation,3,3,both
MmsServiceBroker,deleteStoredMessage,3,3,both
MmsServiceBroker,downloadMessage,7,7,both
MmsServiceBroker,getAutoPersisting,1,1,both
MmsServiceBroker,getCarrierConfigValues,2,2,both
MmsServiceBroker,importMultimediaMessage,7,7,both
MmsServiceBroker,importTextMessage,8,8,both
MmsServiceBroker,sendMessage,7,7,both
MmsServiceBroker,sendStoredMessage,6,6,both
MmsServiceBroker,setAutoPersisting,3,3,both
MmsServiceBroker,updateStoredMessageStatus,4,4,both
BackupManagerService$Lifecycle,acknowledgeFullBackupOrRestore,6,6,both
BackupManagerService$Lifecycle,adbBackup,11,11,both
BackupManagerService$Lifecycle,adbRestore,2,2,both
BackupManagerService$Lifecycle,agentConnected,3,3,both
BackupManagerService$Lifecycle,agentDisconnected,2,2,both
BackupManagerService$Lifecycle,backupNow,1,1,both
BackupManagerService$Lifecycle,beginRestoreSession,3,3,both
BackupManagerService$Lifecycle,cancelBackups,1,1,both
BackupManagerService$Lifecycle,clearBackupData,3,3,both
BackupManagerService$Lifecycle,dataChanged,2,2,both
BackupManagerService$Lifecycle,filterAppsEligibleForBackup,2,2,both
BackupManagerService$Lifecycle,fullTransportBackup,2,2,both
BackupManagerService$Lifecycle,getAvailableRestoreToken,2,2,both
BackupManagerService$Lifecycle,getConfigurationIntent,2,2,both
BackupManagerService$Lifecycle,getCurrentTransport,1,1,both
BackupManagerService$Lifecycle,getDataManagementIntent,2,2,both
BackupManagerService$Lifecycle,getDataManagementLabel,2,2,both
BackupManagerService$Lifecycle,getDestinationString,2,2,both
BackupManagerService$Lifecycle,getTransportWhitelist,1,1,both
BackupManagerService$Lifecycle,hasBackupPassword,1,1,both
BackupManagerService$Lifecycle,isAppEligibleForBackup,2,2,both
BackupManagerService$Lifecycle,isBackupEnabled,1,1,both
BackupManagerService$Lifecycle,isBackupServiceActive,2,2,both
BackupManagerService$Lifecycle,listAllTransportComponents,1,1,both
BackupManagerService$Lifecycle,listAllTransports,1,1,both
BackupManagerService$Lifecycle,opComplete,3,3,both
BackupManagerService$Lifecycle,requestBackup,5,5,both
BackupManagerService$Lifecycle,restoreAtInstall,3,3,both
BackupManagerService$Lifecycle,selectBackupTransport,2,2,both
BackupManagerService$Lifecycle,selectBackupTransportAsync,3,3,both
BackupManagerService$Lifecycle,setAutoRestore,2,2,both
BackupManagerService$Lifecycle,setBackupEnabled,2,2,both
BackupManagerService$Lifecycle,setBackupPassword,3,3,both
BackupManagerService$Lifecycle,setBackupProvisioned,2,2,both
BackupManagerService$Lifecycle,setBackupServiceActive,3,3,both
BackupManagerService$Lifecycle,updateTransportAttributes,7,7,both
MidiService$Lifecycle,closeDevice,3,3,both
MidiService$Lifecycle,getDeviceStatus,2,2,both
MidiService$Lifecycle,getDevices,1,1,both
MidiService$Lifecycle,getServiceDeviceInfo,3,3,both
MidiService$Lifecycle,openBluetoothDevice,4,4,both
MidiService$Lifecycle,openDevice,4,4,both
MidiService$Lifecycle,registerDeviceServer,8,8,both
MidiService$Lifecycle,registerListener,3,3,both
MidiService$Lifecycle,setDeviceStatus,3,3,both
MidiService$Lifecycle,unregisterDeviceServer,2,2,both
MidiService$Lifecycle,unregisterListener,3,3,both
NotificationManagerService,buzzBeepBlinkForNotification,,2,right_only
LockSettingsService$Lifecycle,checkPrivacyPasswordPattern,,4,right_only
LockSettingsService$Lifecycle,getPassword,,1,right_only
LockSettingsService$Lifecycle,sanitizePassword,,1,right_only
LockSettingsService$Lifecycle,savePrivacyPasswordPattern,,4,right_only
LockSettingsService$Lifecycle,setRawLockPassword,,3,right_only
SystemServerInjector,activityResume,,2,right_only
SystemServerInjector,addAccessControlPass,,2,right_only
SystemServerInjector,addAccessControlPassForUser,,3,right_only
SystemServerInjector,addMiuiFirewallSharedUid,,2,right_only
SystemServerInjector,areNotificationsEnabledForPackage,,3,right_only
SystemServerInjector,checkAccessControlPass,,3,right_only
SystemServerInjector,checkAccessControlPassAsUser,,4,right_only
SystemServerInjector,checkAccessControlPassword,,4,right_only
SystemServerInjector,checkAllowStartActivity,,5,right_only
SystemServerInjector,checkGameBoosterAntimsgPassAsUser,,4,right_only
SystemServerInjector,checkSmsBlocked,,2,right_only
SystemServerInjector,finishAccessControl,,3,right_only
SystemServerInjector,getAccessControlPasswordType,,2,right_only
SystemServerInjector,getAllPrivacyApps,,2,right_only
SystemServerInjector,getAppPermissionControlOpen,,2,right_only
SystemServerInjector,getAppRunningControlIBinder,,1,right_only
SystemServerInjector,getApplicationAccessControlEnabled,,2,right_only
SystemServerInjector,getApplicationAccessControlEnabledAsUser,,3,right_only
SystemServerInjector,getApplicationChildrenControlEnabled,,2,right_only
SystemServerInjector,getApplicationMaskNotificationEnabledAsUser,,3,right_only
SystemServerInjector,getCurrentUserId,,1,right_only
SystemServerInjector,getGameMode,,2,right_only
SystemServerInjector,getIncompatibleAppList,,1,right_only
SystemServerInjector,getPackageNameByPid,,2,right_only
SystemServerInjector,getSecondSpaceId,,1,right_only
SystemServerInjector,getStickWindowName,,2,right_only
SystemServerInjector,getSysAppCracked,,1,right_only
SystemServerInjector,getTopActivity,,1,right_only
SystemServerInjector,getWakePathCallListLog,,1,right_only
SystemServerInjector,getWakePathComponents,,2,right_only
SystemServerInjector,getWakeUpTime,,2,right_only
SystemServerInjector,grantInstallPermission,,3,right_only
SystemServerInjector,grantRuntimePermission,,2,right_only
SystemServerInjector,haveAccessControlPassword,,2,right_only
SystemServerInjector,isAllowStartService,,3,right_only
SystemServerInjector,isAppHide,,1,right_only
SystemServerInjector,isAppPrivacyEnabled,,2,right_only
SystemServerInjector,isFunctionOpen,,1,right_only
SystemServerInjector,isPrivacyApp,,3,right_only
SystemServerInjector,isRestrictedAppNet,,2,right_only
SystemServerInjector,isValidDevice,,1,right_only
SystemServerInjector,killNativePackageProcesses,,3,right_only
SystemServerInjector,moveTaskToStack,,4,right_only
SystemServerInjector,needFinishAccessControl,,2,right_only
SystemServerInjector,notifyAppsPreInstalled,,1,right_only
SystemServerInjector,offerGoogleBaseCallBack,,2,right_only
SystemServerInjector,pushUpdatePkgsData,,3,right_only
SystemServerInjector,pushWakePathConfirmDialogWhiteList,,3,right_only
SystemServerInjector,pushWakePathData,,4,right_only
SystemServerInjector,pushWakePathWhiteList,,3,right_only
SystemServerInjector,putSystemDataStringFile,,3,right_only
SystemServerInjector,readSystemDataStringFile,,2,right_only
SystemServerInjector,removeAccessControlPass,,2,right_only
SystemServerInjector,removeAccessControlPassAsUser,,3,right_only
SystemServerInjector,removeWakePathData,,2,right_only
SystemServerInjector,resizeTask,,4,right_only
SystemServerInjector,saveIcon,,3,right_only
SystemServerInjector,setAccessControlPassword,,4,right_only
SystemServerInjector,setAppHide,,2,right_only
SystemServerInjector,setAppPermissionControlOpen,,2,right_only
SystemServerInjector,setAppPrivacyStatus,,3,right_only
SystemServerInjector,setApplicationAccessControlEnabled,,3,right_only
SystemServerInjector,setApplicationAccessControlEnabledForUser,,4,right_only
SystemServerInjector,setApplicationChildrenControlEnabled,,3,right_only
SystemServerInjector,setApplicationMaskNotificationEnabledForUser,,4,right_only
SystemServerInjector,setCoreRuntimePermissionEnabled,,3,right_only
SystemServerInjector,setCurrentNetworkState,,2,right_only
SystemServerInjector,setGameBoosterIBinder,,4,right_only
SystemServerInjector,setIncompatibleAppList,,2,right_only
SystemServerInjector,setMiuiFirewallRule,,5,right_only
SystemServerInjector,setNotificationsEnabledForPackage,,4,right_only
SystemServerInjector,setPrivacyApp,,4,right_only
SystemServerInjector,setStickWindowName,,2,right_only
SystemServerInjector,setTrackWakePathCallListLogEnabled,,2,right_only
SystemServerInjector,setWakeUpTime,,3,right_only
SystemServerInjector,startInterceptSmsBySender,,4,right_only
SystemServerInjector,stopInterceptSmsBySender,,1,right_only
SystemServerInjector,watchGreenGuardProcess,,1,right_only
SystemServerInjector,writeAppHideConfig,,2,right_only
EnterpriseManagerService,getService,,2,right_only
NetworkWatchlistService$Lifecycle,getWatchlistConfigHash,,1,right_only
NetworkWatchlistService$Lifecycle,reloadWatchlist,,1,right_only
NetworkWatchlistService$Lifecycle,reportWatchlistIfNecessary,,1,right_only
NetworkWatchlistService$Lifecycle,startWatchlistLogging,,1,right_only
NetworkWatchlistService$Lifecycle,stopWatchlistLogging,,1,right_only
WifiService,dppAddBootstrapQrCode,,2,right_only
WifiService,dppBootstrapGenerate,,2,right_only
WifiService,dppBootstrapRemove,,2,right_only
WifiService,dppConfiguratorAdd,,4,right_only
WifiService,dppConfiguratorGetKey,,2,right_only
WifiService,dppConfiguratorRemove,,2,right_only
WifiService,dppGetUri,,2,right_only
WifiService,dppListen,,5,right_only
WifiService,dppStartAuth,,2,right_only
WifiService,dppStopListen,,1,right_only
WifiService,enableWifiCoverageExtendFeature,,2,right_only
WifiService,getCapabilities,,2,right_only
WifiService,isExtendingWifi,,1,right_only
WifiService,isWifiCoverageExtendFeatureEnabled,,1,right_only
CameraManager,calibrationMotor,,1,right_only
CameraManager,getMotorStatus,,1,right_only
CameraManager,getPopupCameraState,,1,right_only
CameraManager,notifyCameraStatus,,4,right_only
CameraManager,popupMotor,,1,right_only
CameraManager,takebackMotor,,1,right_only
BluetoothService,factoryReset,,1,right_only
FingerprintService,extCmd,,6,right_only
ContentService$Lifecycle,getMiSyncPauseToTime,,3,right_only
ContentService$Lifecycle,getMiSyncStrategy,,3,right_only
ContentService$Lifecycle,setMiSyncPauseToTime,,4,right_only
ContentService$Lifecycle,setMiSyncStrategy,,4,right_only
AudioService$Lifecycle,createAudioRecordForLoopback,,3,right_only
AudioService$Lifecycle,getNotificationUri,,2,right_only
AudioService$Lifecycle,setHearingAidDeviceConnectionState,,3,right_only
UsageStatsService,queryUsageStatsAsUser,,6,right_only
